athlete_id,session_id,speed_mps,window_id,csi_amp_mean,csi_amp_std,csi_amp_min,csi_amp_max,csi_phase_sin_mean,csi_phase_cos_mean,rf_snr_db_mean,multipath_score_mean,rf_signal_quality_mean,left_contact_ratio,right_contact_ratio,csi_amp_range,flight_ratio_proxy,cadence_spm,contact_time_ms,flight_time_ms,asymmetry_pct,dominant_doppler_proxy_hz,harmonic_energy_ratio,vertical_force_peak_bw_proxy,lateral_force_peak_bw_proxy,vertical_loading_rate_bw_s,calf_load_contact_bw,calf_load_uplift_bw,muscle_load_index,power_wkg_proxy,global_risk_probability_14d,future_pain_or_modification_14d
ATH_WIFI_001,ATH_WIFI_001_S01_2.7mps,2.7,11,1.0048488296875,0.021350829668157684,0.937364,1.067763,-0.23633875340371766,-0.17265627974324474,25.03675,0.1607,0.8126,0.4,0.2,0.13039900000000004,0.39999999999999997,186.24,292.53,66.05,4.504,2.0,0.24407,2.2031,0.0971,86.3,1.833,2.1098,0.8481,3.284,0.7189,0
ATH_WIFI_001,ATH_WIFI_001_S01_2.7mps,2.7,12,1.00099086875,0.02345604702927166,0.931142,1.06382,-0.23083447626507286,-0.17683249159402303,25.03675,0.1607,0.8126,0.3,0.3,0.13267799999999996,0.39999999999999997,186.24,292.53,66.05,4.504,2.0,0.32305,2.2031,0.0971,86.3,1.833,2.1098,0.8481,3.284,0.7189,0
ATH_WIFI_001,ATH_WIFI_001_S01_2.7mps,2.7,13,0.9981471265625,0.02328031458328313,0.922325,1.063819,-0.23462231216567547,-0.173175496070159,25.03675,0.1607,0.8126,0.3,0.2,0.14149400000000012,0.49999999999999994,186.24,292.53,66.05,4.504,2.0,0.27191,2.2031,0.0971,86.3,1.833,2.1098,0.8481,3.284,0.7189,0
ATH_WIFI_001,ATH_WIFI_001_S01_2.7mps,2.7,14,0.9964961796875,0.024458921104064658,0.932742,1.065219,-0.23258078809838878,-0.17652665282324032,25.03675,0.1607,0.8126,0.3,0.3,0.13247699999999996,0.39999999999999997,186.24,292.53,66.05,4.504,2.0,0.30728,2.2031,0.0971,86.3,1.833,2.1098,0.8481,3.284,0.7189,0
ATH_WIFI_001,ATH_WIFI_001_S01_2.7mps,2.7,15,1.0017533374999998,0.023171524399373693,0.936513,1.057646,-0.23331217805465107,-0.175622381068343,25.03675,0.1607,0.8126,0.2,0.4,0.12113300000000005,0.4,186.24,292.53,66.05,4.504,2.0,0.30699,2.2031,0.0971,86.3,1.833,2.1098,0.8481,3.284,0.7189,0
ATH_WIFI_001,ATH_WIFI_001_S01_2.7mps,2.7,16,1.004527915625,0.023664552842896012,0.933922,1.085554,-0.23496912570428355,-0.173620621535633,25.03675,0.1607,0.8126,0.3,0.2,0.15163199999999988,0.49999999999999994,186.24,292.53,66.05,4.504,2.0,0.26986,2.2031,0.0971,86.3,1.833,2.1098,0.8481,3.284,0.7189,0
ATH_WIFI_001,ATH_WIFI_001_S01_2.7mps,2.7,17,0.9956340125,0.02308616799841776,0.923663,1.056654,-0.2315122492821283,-0.17649042071345275,25.03675,0.1607,0.8126,0.2,0.3,0.13299099999999997,0.5,186.24,292.53,66.05,4.504,2.0,0.32596,2.2031,0.0971,86.3,1.833,2.1098,0.8481,3.284,0.7189,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,0,1.0071005671875,0.023120844545547616,0.935678,1.063969,-0.5286586264189066,-0.4366556806819646,23.481,0.155925,0.7794749999999999,0.4,0.2,0.12829099999999993,0.39999999999999997,185.99,289.25,65.71,3.88,1.0,0.27541,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,1,0.9945700515624999,0.02276486354118958,0.934307,1.05819,-0.5156431450015443,-0.45261907790130806,23.481,0.155925,0.7794749999999999,0.2,0.3,0.12388299999999997,0.5,185.99,289.25,65.71,3.88,2.0,0.324,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,2,0.9988412343749999,0.02207611213520219,0.926939,1.055387,-0.5273856705686233,-0.4365345502935473,23.481,0.155925,0.7794749999999999,0.4,0.2,0.12844800000000012,0.39999999999999997,185.99,289.25,65.71,3.88,2.0,0.24564,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,3,1.001574371875,0.024408149093260455,0.924167,1.052983,-0.5183694856563674,-0.45006419537652825,23.481,0.155925,0.7794749999999999,0.3,0.3,0.12881600000000004,0.39999999999999997,185.99,289.25,65.71,3.88,2.0,0.32473,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,4,1.0054224015625,0.021757460269884805,0.938211,1.078687,-0.5243685404522281,-0.44266276693109863,23.481,0.155925,0.7794749999999999,0.2,0.3,0.14047599999999993,0.5,185.99,289.25,65.71,3.88,2.0,0.28442,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,5,0.9975093718749999,0.022168287015771147,0.934282,1.063677,-0.5207982639598259,-0.4472936435435219,23.481,0.155925,0.7794749999999999,0.3,0.3,0.12939500000000004,0.39999999999999997,185.99,289.25,65.71,3.88,2.0,0.30217,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,6,0.9950041875,0.022205523477927647,0.92748,1.075261,-0.5176102054553334,-0.4473888828972726,23.481,0.155925,0.7794749999999999,0.2,0.4,0.14778100000000005,0.4,185.99,289.25,65.71,3.88,2.0,0.31323,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,7,1.0039684156250002,0.02214844883081035,0.930643,1.066321,-0.5254448657849429,-0.4414881056208587,23.481,0.155925,0.7794749999999999,0.4,0.1,0.13567800000000008,0.5,185.99,289.25,65.71,3.88,2.0,0.26906,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,8,1.00112065625,0.02300071452242419,0.938137,1.067725,-0.5162004423524276,-0.4520267418829528,23.481,0.155925,0.7794749999999999,0.2,0.3,0.12958800000000004,0.5,185.99,289.25,65.71,3.88,2.0,0.33544,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,9,1.0017052046875,0.022504794849494157,0.924733,1.065303,-0.528286458117645,-0.4380876929135994,23.481,0.155925,0.7794749999999999,0.4,0.2,0.14057000000000008,0.39999999999999997,185.99,289.25,65.71,3.88,1.0,0.30738,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,10,0.9941772609375,0.023706659039254695,0.923981,1.059913,-0.5149813226759745,-0.45212958802039627,23.481,0.155925,0.7794749999999999,0.2,0.3,0.13593200000000005,0.5,185.99,289.25,65.71,3.88,2.0,0.32563,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,11,1.005244315625,0.02172364137454897,0.943833,1.066981,-0.5286959777873254,-0.4363641221703497,23.481,0.155925,0.7794749999999999,0.3,0.2,0.12314799999999992,0.49999999999999994,185.99,289.25,65.71,3.88,1.0,0.25312,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,12,1.0000464875000001,0.023089485521944203,0.934362,1.059205,-0.5170807671372206,-0.45049343468490155,23.481,0.155925,0.7794749999999999,0.2,0.4,0.12484299999999993,0.4,185.99,289.25,65.71,3.88,2.0,0.32563,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,13,0.999581390625,0.02359701993864657,0.92973,1.058843,-0.5271049409037982,-0.4388979849919856,23.481,0.155925,0.7794749999999999,0.3,0.3,0.12911300000000003,0.39999999999999997,185.99,289.25,65.71,3.88,2.0,0.26101,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,14,0.9961169265625,0.023992670537813558,0.932593,1.077632,-0.5183777656565016,-0.4495440977165446,23.481,0.155925,0.7794749999999999,0.3,0.2,0.14503899999999992,0.49999999999999994,185.99,289.25,65.71,3.88,2.0,0.31748,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,15,1.00244751875,0.02200665094826928,0.9438,1.065407,-0.5208545377594823,-0.4459412291381897,23.481,0.155925,0.7794749999999999,0.3,0.3,0.12160700000000002,0.39999999999999997,185.99,289.25,65.71,3.88,2.0,0.30187,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,16,1.0029095749999999,0.024099589014489265,0.925525,1.062895,-0.5223895790252789,-0.4444683075020735,23.481,0.155925,0.7794749999999999,0.4,0.2,0.13736999999999988,0.39999999999999997,185.99,289.25,65.71,3.88,2.0,0.28308,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.0mps,3.0,17,0.9944283640625,0.0244648052744041,0.920188,1.05797,-0.5185682782053671,-0.4502691910393777,23.481,0.155925,0.7794749999999999,0.1,0.4,0.13778200000000007,0.5,185.99,289.25,65.71,3.88,2.0,0.32109,2.2279,0.0863,84.846,1.8063,2.1236,0.8822,3.184,0.6811,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,0,1.0068603328125,0.022758526586909324,0.943655,1.065149,-0.5428898774040314,-0.31869560808679803,25.4215,0.21949999999999997,0.8035,0.4,0.1,0.12149399999999988,0.5,187.99,275.19,75.01,4.86,1.0,0.27035,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,1,0.9944846703125,0.02165184872146073,0.914724,1.05687,-0.5345779442485001,-0.3323734839602366,25.4215,0.21949999999999997,0.8035,0.2,0.4,0.142146,0.4,187.99,275.19,75.01,4.86,2.0,0.31601,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,2,0.9993913640625,0.023629578040977362,0.921265,1.056725,-0.5411767522144035,-0.32089279324368036,25.4215,0.21949999999999997,0.8035,0.3,0.3,0.1354599999999999,0.39999999999999997,187.99,275.19,75.01,4.86,2.0,0.25676,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,3,1.00250548125,0.02304675457637288,0.930925,1.076356,-0.535286591808038,-0.3296046722053394,25.4215,0.21949999999999997,0.8035,0.3,0.2,0.1454310000000001,0.49999999999999994,187.99,275.19,75.01,4.86,2.0,0.31157,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,4,1.0022790359375,0.022611553823435843,0.934977,1.064108,-0.5363578166040475,-0.32707238265863714,25.4215,0.21949999999999997,0.8035,0.3,0.4,0.1291310000000001,0.29999999999999993,187.99,275.19,75.01,4.86,2.0,0.30447,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,5,0.9981435968750001,0.023379745828822202,0.930098,1.065834,-0.5389497775365051,-0.32552670519148963,25.4215,0.21949999999999997,0.8035,0.3,0.2,0.13573599999999997,0.49999999999999994,187.99,275.19,75.01,4.86,2.0,0.2691,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,6,0.9949493921875,0.02208865654543299,0.930762,1.057411,-0.5330986082116562,-0.3326862969444733,25.4215,0.21949999999999997,0.8035,0.2,0.3,0.12664900000000012,0.5,187.99,275.19,75.01,4.86,2.0,0.33586,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,7,1.0068232078125,0.022281574886157444,0.93041,1.06692,-0.5424350252361076,-0.31960148441770164,25.4215,0.21949999999999997,0.8035,0.3,0.2,0.13651000000000013,0.49999999999999994,187.99,275.19,75.01,4.86,1.0,0.29533,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,8,1.0005767015625,0.023221306592217574,0.936422,1.067502,-0.5329111964379152,-0.33300740016880237,25.4215,0.21949999999999997,0.8035,0.2,0.3,0.13107999999999997,0.5,187.99,275.19,75.01,4.86,2.0,0.31495,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,9,0.9999262515625,0.02223233833850249,0.931336,1.054612,-0.5430156114677481,-0.3204609509266741,25.4215,0.21949999999999997,0.8035,0.4,0.3,0.12327600000000005,0.3,187.99,275.19,75.01,4.86,2.0,0.24553,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,10,0.9956354125000001,0.023736272710218522,0.920014,1.060074,-0.5354053029351583,-0.3304016063792726,25.4215,0.21949999999999997,0.8035,0.2,0.3,0.14005999999999996,0.5,187.99,275.19,75.01,4.86,2.0,0.3169,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,11,1.0029658875,0.021835027533303644,0.93953,1.072788,-0.5394201430458158,-0.3265437467743371,25.4215,0.21949999999999997,0.8035,0.3,0.3,0.1332580000000001,0.39999999999999997,187.99,275.19,75.01,4.86,2.0,0.29668,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,12,1.002514296875,0.02374904854101386,0.93617,1.067389,-0.5368009799895079,-0.32672105561309567,25.4215,0.21949999999999997,0.8035,0.4,0.2,0.13121899999999997,0.39999999999999997,187.99,275.19,75.01,4.86,2.0,0.2788,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,13,0.9947623984374999,0.02399514509155192,0.925343,1.066703,-0.5325109296708675,-0.3323511008579384,25.4215,0.21949999999999997,0.8035,0.1,0.3,0.14135999999999993,0.6000000000000001,187.99,275.19,75.01,4.86,2.0,0.32133,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,14,0.9988637828125,0.022809490136546626,0.925785,1.056704,-0.5432783535841778,-0.3215228204761613,25.4215,0.21949999999999997,0.8035,0.4,0.2,0.13091900000000012,0.39999999999999997,187.99,275.19,75.01,4.86,1.0,0.29774,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,15,1.000454871875,0.02408958261592623,0.929874,1.067484,-0.5335916101436731,-0.33401062522897723,25.4215,0.21949999999999997,0.8035,0.1,0.3,0.13761000000000012,0.6000000000000001,187.99,275.19,75.01,4.86,2.0,0.31637,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,16,1.005583978125,0.021449423122559784,0.942177,1.063043,-0.5428234852456234,-0.3196822917754136,25.4215,0.21949999999999997,0.8035,0.4,0.2,0.12086599999999992,0.39999999999999997,187.99,275.19,75.01,4.86,2.0,0.2456,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.3mps,3.3,17,0.9956846374999999,0.024476465854297462,0.924239,1.059771,-0.5343026694078755,-0.3325969723408093,25.4215,0.21949999999999997,0.8035,0.3,0.3,0.13553199999999999,0.39999999999999997,187.99,275.19,75.01,4.86,2.0,0.31866,2.369,0.0922,81.047,1.9605,2.2594,0.8915,3.565,0.6922,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,0,1.004881915625,0.019969085341661044,0.947707,1.065976,-0.46729079344400837,0.7145852398362237,26.53925,0.17135,0.8428000000000001,0.3,0.1,0.11826900000000007,0.6,195.56,275.17,79.85,5.238,2.0,0.29169,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,1,0.9975603187500001,0.023348855991149237,0.929345,1.067398,-0.4836015528356282,0.7020998551934374,26.53925,0.17135,0.8428000000000001,0.2,0.3,0.1380530000000001,0.5,195.56,275.17,79.85,5.238,2.0,0.32792,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,2,0.9946060234375,0.024638357576231115,0.929114,1.069676,-0.48377051003540367,0.7035617890224839,26.53925,0.17135,0.8428000000000001,0.3,0.4,0.14056200000000008,0.29999999999999993,195.56,275.17,79.85,5.238,2.0,0.32707,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,3,1.0063869140625,0.02383562843764871,0.93716,1.074487,-0.47063557915247767,0.711610736356411,26.53925,0.17135,0.8428000000000001,0.4,0.2,0.13732699999999998,0.39999999999999997,195.56,275.17,79.85,5.238,1.0,0.31547,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,4,1.0009489359375,0.02178031390183709,0.9456,1.066496,-0.48689280378847116,0.7009131317482438,26.53925,0.17135,0.8428000000000001,0.2,0.3,0.12089600000000011,0.5,195.56,275.17,79.85,5.238,2.0,0.31256,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,5,0.9997359046875,0.02213705047323231,0.93606,1.054472,-0.47616554039880354,0.7084101825292655,26.53925,0.17135,0.8428000000000001,0.2,0.2,0.11841200000000007,0.6000000000000001,195.56,275.17,79.85,5.238,2.0,0.31099,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,6,0.9968105140624999,0.024062307851278428,0.925274,1.067771,-0.47718070479409913,0.7076855247914609,26.53925,0.17135,0.8428000000000001,0.4,0.2,0.14249699999999998,0.39999999999999997,195.56,275.17,79.85,5.238,2.0,0.30783,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,7,1.00076398125,0.02529082881809888,0.922593,1.068347,-0.4858077811785206,0.701561335540064,26.53925,0.17135,0.8428000000000001,0.2,0.4,0.14575399999999994,0.4,195.56,275.17,79.85,5.238,2.0,0.33518,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,8,1.0065921359375,0.02130522493517993,0.937669,1.089231,-0.4691095149735148,0.7137972516047559,26.53925,0.17135,0.8428000000000001,0.4,0.3,0.15156200000000009,0.3,195.56,275.17,79.85,5.238,2.0,0.28223,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,9,0.9967281531250001,0.021579951078618122,0.914332,1.054782,-0.4823335124128321,0.7040908980767808,26.53925,0.17135,0.8428000000000001,0.2,0.2,0.14045000000000007,0.6000000000000001,195.56,275.17,79.85,5.238,2.0,0.33025,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,10,0.9949461718749999,0.02184416970337574,0.931103,1.055669,-0.48514853236027183,0.7023693907234818,26.53925,0.17135,0.8428000000000001,0.2,0.3,0.12456599999999995,0.5,195.56,275.17,79.85,5.238,2.0,0.33352,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,11,1.0047314875,0.023749610875517392,0.935532,1.06628,-0.4697904220633487,0.7123058522231118,26.53925,0.17135,0.8428000000000001,0.4,0.2,0.13074799999999986,0.39999999999999997,195.56,275.17,79.85,5.238,1.0,0.34459,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,12,1.0017139359375,0.024482053664495962,0.925719,1.057629,-0.48468459217854204,0.7015888854225902,26.53925,0.17135,0.8428000000000001,0.3,0.4,0.13190999999999997,0.29999999999999993,195.56,275.17,79.85,5.238,2.0,0.31137,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,13,0.9972331203125,0.02342439267074647,0.934197,1.065844,-0.47908787857472895,0.7057209228960255,26.53925,0.17135,0.8428000000000001,0.3,0.3,0.13164699999999996,0.39999999999999997,195.56,275.17,79.85,5.238,2.0,0.31964,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,14,0.9976073265625001,0.021073989087513675,0.931257,1.060996,-0.4748178312009016,0.7077402379092728,26.53925,0.17135,0.8428000000000001,0.2,0.1,0.12973900000000005,0.7000000000000001,195.56,275.17,79.85,5.238,2.0,0.29952,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
ATH_WIFI_001,ATH_WIFI_001_S01_3.7mps,3.7,15,1.0000150968750001,0.022351572884335036,0.934287,1.075062,-0.48775068254776777,0.7015384930555196,26.53925,0.17135,0.8428000000000001,0.2,0.4,0.14077499999999998,0.4,195.56,275.17,79.85,5.238,2.0,0.32831,2.3373,0.1023,84.201,1.9369,2.2786,0.9167,3.812,0.8184,0
